id,didok,bpuic,name,short_name
id_8506175,6175,8506175,Jakobstal,JTAL
id_8509267,9267,8509267,Ftan Baraigla,FTAN
id_8501284,1284,8501284,Les Chevalleyres,CHEV
id_8503408,3408,8503408,Rekingen AG,REK
id_8508003,8003,8508003,Hindelbank,HBK
id_8504144,4144,8504144,Yverdon-Champ Pittet,CHP
id_8508184,8184,8508184,Lindenholz,LHO
id_8506202,6202,8506202,Dietfurt,DTF
id_8506213,6213,8506213,Bischofszell Stadt,BZS
id_8501285,1285,8501285,Fayaux,FAY
id_8507096,7096,8507096,Papiermühle,PAPI
id_8509193,9193,8509193,Surava,SURA
id_8509065,9065,8509065,Saas im Prättigau,SAAS
id_8509075,9075,8509075,Davos Frauenkirch,DAF
id_8506188,6188,8506188,Bronschhofen AMP,BROA
id_8504219,4219,8504219,Auvernier,AUV
id_8502191,2191,8502191,Binzenhof,BIHO
id_8519685,19685,8519685,Aarau Torfeld,ATOR
id_8509157,9157,8509157,Arosa,AROS
id_8504221,4221,8504221,Neuchâtel,NE
id_8503231,3231,8503231,Ennenda,EDA
id_8502113,2113,8502113,Aarau,AA
id_8508250,8250,8508250,Schwäbis,SWB
id_8503410,3410,8503410,Rietheim,RIET
id_8506206,6206,8506206,Wil SG,WIL
id_8506389,6389,8506389,Alter Zoll,AZO
id_8506388,6388,8506388,Warmesberg,WBG
id_8503421,3421,8503421,Jestetten,JE
id_8503420,3420,8503420,Lottstetten,LOT
id_8500115,115,8500115,Grellingen,GREL
id_8506351,6351,8506351,Ruderbach,RUDB
id_8506313,6313,8506313,Rheineck,RCK
id_8503312,3312,8503312,Oberglatt ZH,OGL
id_8503301,3301,8503301,Pfäffikon ZH,PFZ
id_8515995,15995,8515995,Cham Alpenblick,CHAA
id_8506286,6286,8506286,Appenzell,APPZ
id_8506220,6220,8506220,Algetshausen-Henau,ALG
id_8506209,6209,8506209,Flawil,FLA
id_8503118,3118,8503118,Benken SG,BNK
id_8503117,3117,8503117,Kaltbrunn,KAB
id_8503104,3104,8503104,Meilen,ML
id_8502227,2227,8502227,Steinhausen,STE
id_8502218,2218,8502218,Sins,SINS
id_8502217,2217,8502217,Mühlau,MUEH
id_8530708,30708,8530708,Neuchâtel Evole,NELI
id_8509189,9189,8509189,Thusis,THS
id_8508151,8151,8508151,Langenthal Gaswerk,LTHG
id_8504228,4228,8504228,Twann,TWN
id_8501083,1083,8501083,Reverolle,REV
id_8502027,2027,8502027,Hitzkirch,HIK
id_8501500,1500,8501500,Martigny,MA
id_8501377,1377,8501377,Les Avants,AVA
id_8509053,9053,8509053,Untervaz-Trimmis,UVAZ
id_8502274,2274,8502274,Zufikon,ZUFI
id_8502197,2197,8502197,Hirschthal,HIT
id_8502178,2178,8502178,Obermuhen,OMUH
id_8503093,3093,8503093,Zürich Manegg,ZMA
id_8503290,3290,8503290,Biberegg,BIGG
id_8500273,273,8500273,St. Katharinen,STKA
id_8504462,4462,8504462,Lattrigen,LATR
id_8504461,4461,8504461,Nidau,NIDA
id_8507381,7381,8507381,Schwendi bei Grindelwald,SWDG
id_8500292,292,8500292,Klus,KLUS
id_8500201,201,8500201,Lengnau BE,LEN
id_8500206,206,8500206,Solothurn West,SW
id_8500203,203,8500203,Bettlach,BET
id_8505165,5165,8505165,Andermatt,AND
id_8507380,7380,8507380,Grindelwald,GRIN
id_8504306,4306,8504306,Cortébert,CO
id_8508101,8101,8508101,Roggwil-Wynau,ROG
id_8504475,4475,8504475,Gerolfingen,GERO
id_8504065,4065,8504065,Vaulruz-Sud,VAUS
id_8504464,4464,8504464,Hagneck,HECK
id_8505412,5412,8505412,Riazzino,RIAZ
id_8508287,8287,8508287,Mussachen,MUSS
id_8508083,8083,8508083,Burgdorf Buchmatt,BDFB
id_8508161,8161,8508161,Kaltenherberg,KAHE
id_8508182,8182,8508182,Lotzwil,LOTZ
id_8508261,8261,8508261,Biglen,BIG
id_8508252,8252,8508252,Lädeli,LAED
id_8508262,8262,8508262,Walkringen,WALK
id_8509062,9062,8509062,Jenaz,JAZ
id_8504067,4067,8504067,La Tour-de-Trême,TOUV
id_8505303,5303,8505303,Maroggia-Melano,MAR
id_8504325,4325,8504325,Colombier NE Littorail,CNLI
id_8588122,88122,8588122,Landschlacht,LDS
id_8506216,6216,8506216,Kradolf,KRA
id_8506012,6012,8506012,Guntershausen,GUN
id_8501084,1084,8501084,Le Manège,MANE
id_8501306,1306,8501306,Chamby-Musée,CABM
id_8509173,9173,8509173,Rueun,RUEU
id_8504136,4136,8504136,Cousset,COUS
id_8509198,9198,8509198,Preda,PRED
id_8506017,6017,8506017,Wiesendangen,WD
id_8504411,4411,8504411,Münchenbuchsee,MUEB
id_8505492,5492,8505492,Verscio,VESC
id_8506126,6126,8506126,Münsterlingen-Scherzingen,MSCH
id_8504415,4415,8504415,Busswil BE,BUS
id_8508059,8059,8508059,Jegenstorf,JEG
id_8501374,1374,8501374,Fontanivent,FON
id_8501265,1265,8501265,La Chiésaz,CHIZ
id_8504071,4071,8504071,Lessoc,LES
id_8500211,211,8500211,Niederbipp,NB
id_8502248,2248,8502248,Bremgarten Obertor,BGOT
id_8501403,1403,8501403,St-Maurice,SM
id_8509265,9265,8509265,Guarda,GUA
id_8504392,4392,8504392,Les Brenets,BREN
id_8507291,7291,8507291,Weissenbach,WBA
id_8508254,8254,8508254,Brenzikofen,BK
id_8507388,7388,8507388,Wilderswil,WILD
id_8500280,280,8500280,Solothurn Baseltor,SOBT
id_8503204,3204,8503204,Horgen,HG
id_8509154,9154,8509154,Peist,PEI
id_8506024,6024,8506024,Stammheim,STM
id_8506179,6179,8506179,Lüdem,LUED
id_8509078,9078,8509078,Davos Wiesen,WIES
id_8503237,3237,8503237,Diesbach-Betschwanden,DSB
id_8501124,1124,8501124,Cully,CU
id_8509003,9003,8509003,Maienfeld,MF
id_8509175,9175,8509175,Tavanasa-Breil/Brigels,TABR
id_8508294,8294,8508294,Gettnau,GET
id_8506025,6025,8506025,Etzwilen,EW
id_8509050,9050,8509050,Chur West,CHWE
id_8506148,6148,8506148,St. Katharinental,STKT
id_8506170,6170,8506170,Münchwilen Pflegeheim,PFL
id_8504216,4216,8504216,Noiraigue,NOI
id_8508396,8396,8508396,Grafenort,GRAF
id_8508319,8319,8508319,Horw,HW
id_8503097,3097,8503097,Langnau-Gattikon,LNG
id_8508311,8311,8508311,Kaiserstuhl OW,KAI
id_8508310,8310,8508310,Lungern,LUN
id_8502184,2184,8502184,Gränichen Oberdorf,GRAO
id_8502174,2174,8502174,Bleien Liebegg,BLN
id_8503285,3285,8503285,Schindellegi-Feusisberg,SCHI
id_8518802,18802,8518802,Donaueschingen,
id_8518801,18801,8518801,Allensbach,
id_8518813,18813,8518813,Titisee,
id_8518831,18831,8518831,Murg (Baden),
id_8505585,5585,8505585,Druogno,DRSS
id_8505572,5572,8505572,Villette (Vigezzo),VILE
id_8505594,5594,8505594,Prestinone,PREO
id_8505591,5591,8505591,Isella-Olgia,ISOL
id_8518853,18853,8518853,Ravensburg,
id_8518820,18820,8518820,Friedrichshafen Stadt,
id_8518854,18854,8518854,Ulm Hbf,
id_8505599,5599,8505599,Verigo,VEGO
id_8507086,7086,8507086,Niederscherli,NS
id_8504066,4066,8504066,Vuadens-Sud,VUA
id_8508301,8301,8508301,Ringgenberg,RIN
id_8508306,8306,8508306,Brienzwiler,BRW
id_8508084,8084,8508084,Kirchberg-Alchenflüh,KIAL
id_8519133,19133,8519133,Fribourg/Freiburg Poya,FRPO
id_8508081,8081,8508081,Burgdorf Steinhof,BDFS
id_8508309,8309,8508309,Brünig-Hasliberg,BRUE
id_8505306,5306,8505306,Balerna,BAL
id_8505395,5395,8505395,Agno,AGNO
id_8505415,5415,8505415,S. Antonino,SAN
id_8504115,4115,8504115,Thörishaus Dorf,THOD
id_8508154,8154,8508154,Aarwangen Schloss,AARS
id_8508256,8256,8508256,Stalden i.E.,STAL
id_8508070,8070,8508070,Oberzollikofen,OBZO
id_8507087,7087,8507087,Mittelhäusern,MHN
id_8503070,3070,8503070,Emmat,EMMA
id_8503067,3067,8503067,Zollikerberg,ZKBG
id_8506283,6283,8506283,Urnäsch,UR
id_8501671,1671,8501671,Fürgangen-Bellwald Talstation,FUER
id_8504000,4000,8504000,Pully-Nord,PUN
id_8501458,1458,8501458,Villy,VY
id_8507297,7297,8507297,Oey-Diemtigen,OE
id_8508208,8208,8508208,Trubschachen,TSCH
id_8504089,4089,8504089,Broc-Fabrique,BROF
id_8501497,1497,8501497,Col-de-Soud,COLS
id_8501179,1179,8501179,Pont-de-Drapel,PTD
id_8501468,1468,8501468,Aigle-Château,AIGT
id_8501392,1392,8501392,Rossinière,ROSI
id_8501494,1494,8501494,Arveyes,ARVE
id_8501160,1160,8501160,Lausanne-Chauderon,LSCH
id_8501100,1100,8501100,Le Pont,PT
id_8506038,6038,8506038,Winterthur Wallrüti,WWAL
id_8506000,6000,8506000,Winterthur,W
id_8509260,9260,8509260,Cinuos-chel-Brail,CIN
id_8509258,9258,8509258,Zuoz,ZUOZ
id_8501498,1498,8501498,Bouquetins,BOUQ
id_8500300,300,8500300,Kaiseraugst,KAU
id_8519048,19048,8519048,Gonten Alpsteinblick,ALPS
id_8502042,2042,8502042,Hochdorf Schönau,HOSA
id_8506302,6302,8506302,St. Gallen,SG
id_8503130,3130,8503130,Hinwil,HI
id_8509252,9252,8509252,Celerina,CELE
id_8501229,1229,8501229,Monthey-En Place,MTHP
id_8504215,4215,8504215,Travers,TR
id_8500122,122,8500122,Bassecourt,BSC
id_8509069,9069,8509069,Cavadürli,CDUE
id_8504028,4028,8504028,Rosé,ROS
id_8509188,9188,8509188,Cazis,CAZI
id_8501383,1383,8501383,Planchamp,PLAC
id_8507005,7005,8507005,Rubigen,RUB
id_8509373,9373,8509373,Bernina Lagalb,BELA
id_8500188,188,8500188,Bonfol,BONF
id_8500220,220,8500220,Dotzigen,DON
id_8510670,10670,8510670,Trélex dépôt,
id_8504482,4482,8504482,Gampelen,GP
id_8507008,7008,8507008,Kiesen,KI
id_8587595,87595,8587595,Chaulin-Cornaux,CHCO
id_8506196,6196,8506196,Lengwil,LENG
id_8506183,6183,8506183,Tobel-Affeltrangen,TOA
id_8503232,3232,8503232,Mitlödi,MIT
id_8509150,9150,8509150,Chur Altstadt,CHSA
id_8503230,3230,8503230,Glarus,GL
id_8508395,8395,8508395,Innertkirchen Grimseltor,INNP
id_8530263,30263,8530263,Yverdon William Barbey,YVWB
id_8530260,30260,8530260,Le Locle Le Chalet,CHET
id_8504072,4072,8504072,Albeuve,ALBE
id_8502272,2272,8502272,Bremgarten West,BGW
id_8507379,7379,8507379,Mürren BLM,MUER
id_8504086,4086,8504086,Bulle,BUL
id_8508255,8255,8508255,Oberdiessbach,OD
id_8509263,9263,8509263,Susch,SUS
id_8502208,2208,8502208,Horgen Oberdorf,HGO
id_8506201,6201,8506201,Lichtensteig,LSG
id_8509153,9153,8509153,St. Peter-Molinis,STPM
id_8504021,4021,8504021,Vauderens,VD
id_8509197,9197,8509197,Bergün/Bravuogn,BEBR
id_8530711,30711,8530711,Colombier NE Allées Littorail,CNAL
id_8509072,9072,8509072,Davos Dorf,DAD
id_8501112,1112,8501112,Chavornay,CHV
id_8500172,172,8500172,La Chaux-des-Breuleux,CHXB
id_8506203,6203,8506203,Bütschwil,BUET
id_8508260,8260,8508260,Grosshöchstetten,GH
id_8506047,6047,8506047,Andelfingen,AN
id_8501580,1580,8501580,Etiez,ETIE
id_8501579,1579,8501579,Le Châble VS,CHAB
id_8508158,8158,8508158,Scharnageln,SNAG
id_8504079,4079,8504079,La Tour-de-Trême Ronclina,TDT
id_8501601,1601,8501601,Leuk,LK
id_8505393,5393,8505393,Cappella-Agnuzzo,CAAG
id_8509266,9266,8509266,Ardez,ADZ
id_8504481,4481,8504481,Marin-Epagnier,MEP
id_8504017,4017,8504017,Châtillens,CHAT
id_8501281,1281,8501281,Blonay,BLON
id_8501111,1111,8501111,Essert-Pittet,ESP
id_8506379,6379,8506379,Altstätten Stadt,ALST
id_8502010,2010,8502010,St. Erhard-Knutwil,STER
id_8502000,2000,8502000,Aarburg-Oftringen,ABO
id_8517527,17527,8517527,Zug Casino,ZGCA
id_8505005,5005,8505005,Steinen,STN
id_8505004,5004,8505004,Arth-Goldau,GD
id_8505003,5003,8505003,Immensee,IM
id_8505001,5001,8505001,Meggen,MEG
id_8501502,1502,8501502,Saxon,SAX
id_8501404,1404,8501404,Evionnaz,EV
id_8509417,9417,8509417,Murg,MG
id_8509416,9416,8509416,Unterterzen,UNT
id_8509402,9402,8509402,Salez-Sennwald,SAS
id_8501116,1116,8501116,Vufflens-la-Ville,VU
id_8501115,1115,8501115,Cossonay-Penthalaz,COS
id_8504224,4224,8504224,Cressier NE,CRNE
id_8504223,4223,8504223,Cornaux NE,CORN
id_8508213,8213,8508213,Entlebuch,ENT
id_8501003,1003,8501003,Satigny,SY
id_8500313,313,8500313,Rheinfelden Augarten,RFAU
id_8500092,92,8500092,Hölstein Süd,HOES
id_8501463,1463,8501463,Monthey-Ville,MTHV
id_8501171,1171,8501171,Etagnières,ETA
id_8587727,87727,8587727,Les Ripes,RIPE
id_8504381,4381,8504381,La Chaux-de-Fonds-Grenier,CFG
id_8503402,3402,8503402,Eglisau,EGL
id_8509253,9253,8509253,St. Moritz,SMOR
id_8509178,9178,8509178,Sumvitg-Cumpadials,SUCU
id_8501575,1575,8501575,Bovernier,BOVE
id_8502161,2161,8502161,Teufenthal AG,TEU
id_8501159,1159,8501159,Le Brassus,BRA
id_8507470,7470,8507470,Lalden,LL
id_8506138,6138,8506138,Eschenz,EZ
id_8502032,2032,8502032,Boniswil,BONI
id_8501687,1687,8501687,Randa,RAND
id_8501162,1162,8501162,Union-Prilly,UPRI
id_8505467,5467,8505467,Solduno S. Martino,SMAR
id_8508253,8253,8508253,Heimberg,HMB
id_8508278,8278,8508278,Dürrenroth,DROT
id_8501107,1107,8501107,Arnex,AX
id_8504010,4010,8504010,La Conversion,CVN
id_8504013,4013,8504013,Chexbres-Village,CHX
id_8503425,3425,8503425,Feuerthalen,FT
id_8504040,4040,8504040,Corseaux-Cornalles,CORS
id_8501014,1014,8501014,Mies,MIES
id_8501023,1023,8501023,Coppet,COP
id_8501108,1108,8501108,La Sarraz,LSA
id_8501151,1151,8501151,Les Charbonnières,CHB
id_8501064,1064,8501064,Bassins,BASS
id_8506198,6198,8506198,Tägerwilen Dorf,TAEM
id_8501675,1675,8501675,Betten Talstation,BEMG
id_8500186,186,8500186,Alle,ALLE
id_8504489,4489,8504489,Bern Bümpliz Nord,BNBZ
id_8504194,4194,8504194,Laupen BE,LPN
id_8509180,9180,8509180,Felsberg,FBG
id_8502194,2194,8502194,Oberentfelden Engelplatz,OEFW
id_8501470,1470,8501470,Verschiez,VERC
id_8506300,6300,8506300,St. Gallen Winkeln,SGWI
id_8503138,3138,8503138,Wald ZH,WL
id_8502119,2119,8502119,Lenzburg,LB
id_8508292,8292,8508292,Hüswil,HUE
id_8506132,6132,8506132,Tägerwilen-Gottlieben,TAEG
id_8509404,9404,8509404,Buchs SG,BU
id_8506137,6137,8506137,Mammern,MAM
id_8501393,1393,8501393,La Chaudanne-Les Moulins,CHAU
id_8506362,6362,8506362,Schwarzer Bären,SBAR
id_8508391,8391,8508391,Stans,STAN
id_8508399,8399,8508399,Engelberg,EBG
id_8501085,1085,8501085,Ballens-Froideville,FRD
id_8503020,3020,8503020,Zürich Hardbrücke,ZHDB
id_8503512,3512,8503512,Glanzenberg,GLZB
id_8503141,3141,8503141,Küsnacht Goldbach,KGO
id_8503054,3054,8503054,Zürich Triemli,TRLI
id_8506301,6301,8506301,St. Gallen Bruggen,SGBR
id_8506043,6043,8506043,Winterthur Wülflingen,WWUE
id_8506041,6041,8506041,Embrach-Rorbas,EMB
id_8503087,3087,8503087,Zürich Saalsporthalle,ZSAA
id_8503052,3052,8503052,Zürich Friesenberg,FRIB
id_8503086,3086,8503086,Zürich Brunau,ZBRU
id_8503051,3051,8503051,Zürich Binz,ZBZ
id_8501405,1405,8501405,Vernayaz,VERN
id_8509054,9054,8509054,Zizers,ZIZ
id_8500024,24,8500024,Lausen,LSN
id_8503101,3101,8503101,Küsnacht ZH,KUES
id_8502278,2278,8502278,Reppischhof,REPP
id_8502186,2186,8502186,Dietikon Stoffelbach,DSTO
id_8503201,3201,8503201,Rüschlikon,RUES
id_8501402,1402,8501402,Bex,BEX
id_8501035,1035,8501035,Allaman,ALL
id_8502128,2128,8502128,Holderbank AG,HOBK
id_8519077,19077,8519077,St-Cergue Les Cheseaux,SCLC
id_8501069,1069,8501069,L'Asse,ASSE
id_8505174,5174,8505174,Dieni,DIEN
id_8501054,1054,8501054,La Gottaz,GOT
id_8504296,4296,8504296,Six-Fontaines,SIXF
id_8501198,1198,8501198,Château-d'Oex La Palaz,PALZ
id_8501394,1394,8501394,Château-d'Oex,CHOE
id_8501479,1479,8501479,Les Diablerets,DIAB
id_8501033,1033,8501033,Rolle,ROL
id_8509350,9350,8509350,Celerina Staz,CELS
id_8502105,2105,8502105,Othmarsingen,OTH
id_8509359,9359,8509359,Cadera,CADE
id_8507083,7083,8507083,Köniz,KOE
id_8508204,8204,8508204,Bowil,BOW
id_8508263,8263,8508263,Bigenthal,BIGE
id_8500103,103,8500103,Sorvilier,SOR
id_8515997,15997,8515997,Root D4,LBD
id_8504192,4192,8504192,Neuenegg,NGG
id_8509076,9076,8509076,Davos Glaris,DAGL
id_8500123,123,8500123,Glovelier,GLO
id_8505214,5214,8505214,Giubiasco,GIU
id_8504220,4220,8504220,Neuchâtel-Serrières,NESE
id_8501666,1666,8501666,Reckingen VS,RECK
id_8504129,4129,8504129,Galmiz,GZ
id_8530261,30261,8530261,Bois-de-Chexbres,BCHX
id_8505216,5216,8505216,Rivera-Bironico,RIB
id_8505307,5307,8505307,Chiasso,CHI
id_8501605,1605,8501605,Visp,VI
id_8509170,9170,8509170,Castrisch,CASR
id_8503228,3228,8503228,Netstal,NET
id_8502169,2169,8502169,Menziken,ME
id_8504287,4287,8504287,Fleurier,FLE
id_8501125,1125,8501125,Epesses,EPS
id_8501387,1387,8501387,Les Cases,CASE
id_8509071,9071,8509071,Davos Wolfgang,DAW
id_8509073,9073,8509073,Davos Platz,DAV
id_8505408,5408,8505408,Ranzo-S. Abbondio,RZO
id_8505405,5405,8505405,Quartino,QUA
id_8504138,4138,8504138,Grolley,GRO
id_8504391,4391,8504391,Les Frêtes,FRET
id_8505495,5495,8505495,Corcapolo,CORA
id_8504234,4234,8504234,Chambrelien,CHN
id_8503110,3110,8503110,Rapperswil SG,RW
id_8501384,1384,8501384,Sonzier,SONZ
id_8500301,301,8500301,Rheinfelden,RF
id_8503526,3526,8503526,Regensdorf-Watt,REG
id_8506378,6378,8506378,Gais,GAIS
id_8506369,6369,8506369,Trogen,TRO
id_8503505,3505,8503505,Wettingen,WE
id_8503423,3423,8503423,Neuhausen,NH
id_8506305,6305,8506305,Goldach,GOL
id_8506304,6304,8506304,Mörschwil,MOER
id_8503318,3318,8503318,Niederweningen Dorf,NWD
id_8503309,3309,8503309,Kloten Balsberg,KLB
id_8500034,34,8500034,Buckten,BUC
id_8500032,32,8500032,Sommerau,SOM
id_8500025,25,8500025,Itingen,IT
id_8518924,18924,8518924,Neuhausen Rheinfall,NHRH
id_8515994,15994,8515994,Zug Fridbach,ZGFR
id_8506280,6280,8506280,Herisau Wilen,WILE
id_8506276,6276,8506276,Strahlholz,STRH
id_8500016,16,8500016,Basel St. Johann,BSSJ
id_8506207,6207,8506207,Schwarzenbach SG,SCHZ
id_8503136,3136,8503136,Fischenthal,FI
id_8503115,3115,8503115,Schmerikon,SCME
id_8503016,3016,8503016,Zürich Flughafen,ZFH
id_8506122,6122,8506122,Uttwil,UTW
id_8502230,2230,8502230,Zug Chollermüli,KMUE
id_8502226,2226,8502226,Knonau,KNO
id_8502221,2221,8502221,Birmensdorf ZH,BIR
id_8502219,2219,8502219,Oberrüti,OI
id_8506184,6184,8506184,Märwil,MAE
id_8504303,4303,8504303,La Heutte,LHE
id_8505304,5304,8505304,Capolago-Riva S. Vitale,CAP
id_8503427,3427,8503427,Schlatt TG,SCHT
id_8501379,1379,8501379,Les Sciernes,SCI
id_8504236,4236,8504236,Les Geneveys-sur-Coffrane,GEC
id_8508159,8159,8508159,Niederbipp Dorf,NBD
id_8501663,1663,8501663,Ulrichen,ULR
id_8509186,9186,8509186,Rothenbrunnen,ROTH
id_8530011,30011,8530011,Les Coeudres-Est,COED
id_8504386,4386,8504386,Les Coeudres,COEU
id_8502275,2275,8502275,Widen Heinrüti,HEIN
id_8502168,2168,8502168,Reinach AG,REI
id_8518701,18701,8518701,Wohlen Fulenbach,WOFU
id_8504474,4474,8504474,Mörigen,MGEN
id_8509168,9168,8509168,Versam-Safien,VESA
id_8502001,2001,8502001,Zofingen,ZF
id_8502273,2273,8502273,Bremgarten,BREG
id_8503413,3413,8503413,Kaiserstuhl AG,KAAG
id_8508183,8183,8508183,Madiswil,MADI
id_8505406,5406,8505406,Magadino-Vira,MAG
id_8504288,4288,8504288,Buttes,BT
id_8506106,6106,8506106,Bürglen TG,BGL
id_8508100,8100,8508100,Langenthal,LTH
id_8517336,17336,8517336,Luzern Verkehrshaus,LZVH
id_8501506,1506,8501506,Sion,SIO
id_8500399,399,8500399,Waldshut,WAH
id_8501301,1301,8501301,Territet,TER
id_8501376,1376,8501376,Chamby,CABY
id_8508201,8201,8508201,Tägertschi,TI
id_8506289,6289,8506289,Wasserauen,WASS
id_8508181,8181,8508181,Langenthal Süd,LTHS
id_8506294,6294,8506294,Brunnadern-Neckertal,BRN
id_8503134,3134,8503134,Bauma,BMA
id_8501382,1382,8501382,Châtelard VD,CHAL
id_8501509,1509,8501509,Sierre/Siders,SIE
id_8505404,5404,8505404,Cadenazzo,CD
id_8504132,4132,8504132,Estavayer-le-Lac,EST
id_8504231,4231,8504231,Les Deurres,DEU
id_8503226,3226,8503226,Nieder- und Oberurnen,NOU
id_8506015,6015,8506015,Räterschen,RAET
id_8506005,6005,8506005,Rikon,RN
id_8502203,2203,8502203,Cham,CHAM
id_8502202,2202,8502202,Rotkreuz,RK
id_8502033,2033,8502033,Birrwil,BWL
id_8502021,2021,8502021,Emmenbrücke,EBR
id_8502019,2019,8502019,Ermensee,ESEE
id_8502012,2012,8502012,Emmenbrücke Kapf,RBGD
id_8505011,5011,8505011,Merlischachen,MERL
id_8505006,5006,8505006,Schwyz,SCHW
id_8501600,1600,8501600,Salgesch,SAL
id_8504225,4225,8504225,Le Landeron,LD
id_8501006,1006,8501006,Meyrin,VM
id_8500320,320,8500320,Stein-Säckingen,STS
id_8508102,8102,8508102,Murgenthal,MGT
id_8500174,174,8500174,Le Noirmont,NOMO
id_8509167,9167,8509167,Trin,TRIN
id_8501466,1466,8501466,Champéry-Village,CRYV
id_8504388,4388,8504388,Les Ponts-de-Martel,PDM
id_8530225,30225,8530225,Le Stand,STD
id_8517481,17481,8517481,S-chanf Marathon,SFM
id_8503400,3400,8503400,Bülach,BUE
id_8501302,1302,8501302,Veytaux-Chillon,VEY
id_8501200,1200,8501200,Vevey,VV
id_8503001,3001,8503001,Zürich Altstetten,ZAS
id_8504314,4314,8504314,La Chaux-de-Fonds,CF
id_8503222,3222,8503222,Schübelbach-Buttikon,SCBU
id_8501425,1425,8501425,Les Evouettes,EVOU
id_8501423,1423,8501423,Vionnaz,VIO
id_8501683,1683,8501683,Stalden-Saas,STAS
id_8501446,1446,8501446,Villars-sur-Ollon Golf,VIGO
id_8501499,1499,8501499,Col-de-Bretaye,COLB
id_8501026,1026,8501026,Genève-Aéroport,GEAP
id_8508392,8392,8508392,Dallenwil,DAL
id_8501426,1426,8501426,Bouveret,BOU
id_8500194,194,8500194,Pré-Petitjean,PREP
id_8500169,169,8500169,Muriaux,MUAU
id_8504181,4181,8504181,Givisiez,GIV
id_8504100,4100,8504100,Fribourg/Freiburg,FRI
id_8504078,4078,8504078,Le Pâquier-Montbarry,PAQ
id_8505392,5392,8505392,Magliaso Paese,MAGP
id_8500260,260,8500260,Crémines-Zoo,ZOO
id_8504186,4186,8504186,Münchenwiler-Courgevaux,MUCO
id_8507078,7078,8507078,Wabern bei Bern,WBB
id_8505401,5401,8505401,Tenero,TEN
id_8501398,1398,8501398,Saanen,SAAN
id_8504108,4108,8504108,Bern Europaplatz,BNAS
id_8515993,15993,8515993,Baar Lindenpark,BAAL
id_8503315,3315,8503315,Dielsdorf,DI
id_8501562,1562,8501562,Salvan,SLV
id_8501464,1464,8501464,Troistorrents,TROI
id_8501460,1460,8501460,Croix-du-Nant,CXN
id_8506375,6375,8506375,Teufen AR,TEUF
id_8503074,3074,8503074,Neue Forch,NFCH
id_8503015,3015,8503015,Zürich Wipkingen,ZWIP
id_8506282,6282,8506282,Zürchersmühle,ZUEM
id_8503287,3287,8503287,Burghalden,BGH
id_8504305,4305,8504305,Corgémont,COG
id_8502006,2006,8502006,Wauwil,WAU
id_8508264,8264,8508264,Schafhausen i.E.,SHIE
id_8500037,37,8500037,Trimbach,TRI
id_8501122,1122,8501122,Lutry,LTY
id_8530335,30335,8530335,Aigle-Hôpital,AIGH
id_8501080,1080,8501080,Le Marais,MARA
id_8501089,1089,8501089,Villars-Bozon,VIAB
id_8501091,1091,8501091,Vufflens-le-Château,VUF
id_8509353,9353,8509353,Morteratsch,MOTA
id_8530355,30355,8530355,Les Arnoux,ARNO
id_8501471,1471,8501471,Plambuit,PLAM
id_8501484,1484,8501484,Aigle-Dépôt,AIGD
id_8530523,30523,8530523,La Ruaz,RUAZ
id_8502115,2115,8502115,Wildegg,WI
id_8501154,1154,8501154,Les Esserts-de-Rive,EDR
id_8501495,1495,8501495,Villars-sur-Ollon,VIAR
id_8505179,5179,8505179,Segnas,SEG
id_8516218,16218,8516218,Winterthur Hegi,WHE
id_8503135,3135,8503135,Steg,STG
id_8503137,3137,8503137,Gibswil,GIB
id_8502104,2104,8502104,Hunzenschwil,HU
id_8504127,4127,8504127,Faoug,FG
id_8506376,6376,8506376,Steigbach,SBA
id_8530064,30064,8530064,Bex Pont-Neuf,BXPN
id_8504293,4293,8504293,Essert-sous-Champvent,ESSC
id_8508321,8321,8508321,Luzern Allmend/Messe,ALD
id_8505204,5204,8505204,Faido,FA
id_8501380,1380,8501380,Montreux-Collège,CGE
id_8506108,6108,8506108,Oberaach,OA
id_8504285,4285,8504285,Couvet,CVTR
id_8501636,1636,8501636,Eyholz,EYHO
id_8518830,18830,8518830,Lindau Hbf,
id_8501685,1685,8501685,St. Niklaus VS,SNK
id_8504419,4419,8504419,Biel Mett,BIM
id_8530613,30613,8530613,Tiefenbach DFB,
id_8500294,294,8500294,Balsthal,BTH
id_8508202,8202,8508202,Konolfingen,KF
id_8504413,4413,8504413,Suberg-Grossaffoltern,SUB
id_8504466,4466,8504466,Siselen-Finsterhennen,SIFI
id_8518771,18771,8518771,Biel/Bienne Bözingenfeld/Champ,BIBD
id_8508205,8205,8508205,Signau,SIGN
id_8508303,8303,8508303,Oberried am Brienzersee,OAB
id_8508302,8302,8508302,Niederried,NR
id_8508305,8305,8508305,Brienz,BRZ
id_8507495,7495,8507495,Leissigen,LSS
id_8504025,4025,8504025,Chénens,CHE
id_8505202,5202,8505202,Ambrì-Piotta,AP
id_8500217,217,8500217,Olten Hammer,OLH
id_8530799,30799,8530799,Meiringen Alpbach,MRAB
id_8500200,200,8500200,Pieterlen,PIE
id_8504029,4029,8504029,Matran,MTR
id_8500286,286,8500286,Attiswil,ATTI
id_8504307,4307,8504307,Courtelary,CTY
id_8504416,4416,8504416,Brügg BE,BGG
id_8504465,4465,8504465,Lüscherz,LUES
id_8508268,8268,8508268,Zollbrück,ZO
